Parameters vs Time
Line A: Structure Forces, Total Force/Moment - Global X (floater) [N]

*Time (s);Line A (N)
522.29999;1317257.625
522.40002;1348797.625
522.5;1380731.25
522.60004;1412778.375
522.70001;1444688.375
522.79999;1476122.5
522.90002;1506778.75
523;1536251.25
523.10004;1564206.375
523.20001;1590214.5
523.29999;1613947.875
523.40002;1634977.5
523.5;1652949.75
523.60004;1667647.125
523.70001;1678661.5
523.79999;1685775.875
523.90002;1688887.25
524;1687798.125
524.10004;1682422.375
524.20001;1672795.875
524.29999;1658985.875
524.40002;1641073.5
524.5;1619284.625
524.60004;1593893.625
524.70001;1565187.875
524.79999;1533569.375
524.90002;1499348.5
525;1463107.375
525.10004;1425231.75
525.20001;1386230.5
525.29999;1346647.375
525.40002;1306866.625
525.5;1267461.5
525.60004;1228831.5
525.70001;1191389.125
525.79999;1155545.75
525.90002;1121566.25
526;1089742.75
526.10004;1060229.5
526.20001;1033171.0625
526.29999;1008616.25
526.40002;986563.75
526.5;966935.8125
526.60004;949553.125
526.70001;934205.375
526.79999;920660.4375
526.90002;908534.5
527;897528.25
527.10004;887242.25
527.20001;877267.8125
527.29999;867187.375
527.40002;856616.25
527.5;845144.0625
527.60004;832362.5
527.70001;817963.125
527.79999;801634
527.90002;783127.5
528;762262.0625
528.10004;738887.8125
528.20001;712985.1875
528.29999;684528.4375
528.40002;653549.8125
528.5;620246.3125
528.60004;584764.3125
528.70001;547432.0625
528.79999;508507.40625
528.90002;468364.96875
529;427412.28125
529.10004;386072.4375
529.20001;344814.90625
529.29999;304050.8125
529.40002;264253.28125
529.5;225893.84375
529.60004;189343.53125
529.70001;155060.59375
529.79999;123374.90625
529.90002;94598.9296875
530;68978.7578125
530.10004;46754.640625
530.20001;28068.228515625
530.29999;13018.107421875
530.40002;1614.2412109375
530.5;-6154.8046875
530.60004;-10376.8056640625
530.70001;-11170.8359375
530.79999;-8738.8603515625
530.90002;-3288.515625
531;4936.6787109375
531.10004;15623.427734375
531.20001;28515.23046875
531.29999;43277.78515625
531.40002;59598.2734375
531.5;77190.28125
531.60004;95768.5625
531.70001;115042.8515625
531.79999;134790.578125
531.90002;154799.4375
532;174883.296875
532.10004;194915.46875
532.20001;214773.1875
532.29999;234404.34375
532.40002;253794.40625
532.5;272930.0625
532.60004;291876.75
532.70001;310683.28125
532.79999;329431.03125
532.90002;348252.78125
533;367233.28125
533.10004;386506.40625
533.20001;406169.71875
533.29999;426341.03125
533.40002;447101.875
533.5;468520.25
533.60004;490637.96875
533.70001;513450.625
533.79999;536957.9375
533.90002;561079.6875
534;585753.25
534.10004;610824.375
534.20001;636145.6875
534.29999;661515.4375
534.40002;686757.5625
534.5;711585
534.60004;735776.6875
534.70001;759058.1875
534.79999;781181.5
534.90002;801872.125
535;820892.1875
535.10004;838009.1875
535.20001;853044.75
535.29999;865765.5
535.40002;876090.125
535.5;883905
535.60004;889183.3125
535.70001;891895.4375
535.79999;892120.75
535.90002;889925.3125
536;885485.0625
536.10004;878986.25
536.20001;870660.3125
536.29999;860752.1875
536.40002;849581.125
536.5;837489.75
536.60004;824801.6875
536.70001;811911.4375
536.79999;799101.875
536.90002;786794.5
537;775309.0625
537.10004;764913.5
537.20001;755919.6875
537.29999;748590.0625
537.40002;743086.4375
537.5;739597.625
537.60004;738198.75
537.70001;738983.375
537.79999;741893.3125
537.90002;746922.3125
538;753880.5
538.10004;762709.1875
538.20001;773136.625
538.29999;784876.625
538.40002;797718.625
538.5;811306.3125
538.60004;825309.875
538.70001;839399.5625
538.79999;853168.6875
538.90002;866307.75
539;878477.875
539.10004;889324.875
539.20001;898559.125
539.29999;905926.3125
539.40002;911204.875
539.5;914216.1875
539.60004;914772.0625
539.70001;912827.4375
539.79999;908327.6875
539.90002;901278.1875
540;891772.75
540.10004;879860.9375
540.20001;865728.5625
540.29999;849585.375
540.40002;831587.75
540.5;812028.9375
540.60004;791145.375
540.70001;769291.1875
540.79999;746677.375
540.90002;723627.5625
541;700435.375
541.10004;677353.625
541.20001;654660.5
541.29999;632584.125
541.40002;611314.375
541.5;591040.25
541.60004;571863.375
541.70001;553928.4375
541.79999;537264.3125
541.90002;521898.75
542;507834.125
542.10004;494995.8125
542.20001;483320.375
542.29999;472703.5625
542.40002;462997.15625
542.5;454061.4375
542.60004;445744.4375
542.70001;437867.90625
542.79999;430264.375
542.90002;422749.625
543;415168.28125
543.10004;407373.03125
543.20001;399219.03125
543.29999;390612.3125
543.40002;381440.6875
543.5;371641.8125
543.60004;361191.9375
543.70001;350082.46875
543.79999;338321.84375
543.90002;325950.40625
544;313057.09375
544.10004;299717.875
544.20001;286058.65625
544.29999;272213.40625
544.40002;258306.75
544.5;244505.46875
544.60004;230966.59375
544.70001;217847.859375
544.79999;205294.984375
544.90002;193465.0625
545;182486.078125
545.10004;172479.75
545.20001;163545.859375
545.29999;155774.921875
545.40002;149228.859375
545.5;143935.1875
545.60004;139928.71875
545.70001;137193.71875
545.79999;135705.21875
545.90002;135430.5
546;136292.5
546.10004;138230.0625
546.20001;141134.515625
546.29999;144935.28125
546.40002;149518.4375
546.5;154777.09375
546.60004;160636.34375
546.70001;166975.53125
546.79999;173727.484375
546.90002;180827.4375
547;188208.65625
547.10004;195857.734375
547.20001;203722
547.29999;211819.375
547.40002;220200.0625
547.5;228891.65625
547.60004;237935.8125
547.70001;247437.203125
547.79999;257493.46875
547.90002;268219.125
548;279750.34375
548.10004;292199.75
548.20001;305723.3125
548.29999;320465
548.40002;336561.4375
548.5;354158.5
548.60004;373323.03125
548.70001;394262.25
548.79999;416981.4375
548.90002;441567.4375
549;468089.625
549.10004;496592.875
549.20001;527013.75
549.29999;559367.0625
549.40002;593589
549.5;629535.625
549.60004;667160.3125
549.70001;706269.8125
549.79999;746733.125
549.90002;788268.1875
550;830752.6875
550.10004;873912.1875
550.20001;917476.375
550.29999;961196.75
550.40002;1004814.1875
550.5;1047997.3125
550.60004;1090592.375
550.70001;1132171.625
550.79999;1172533.75
550.90002;1211484.125
551;1248688.125
551.10004;1283983.125
551.20001;1317137
551.29999;1347967
551.40002;1376345.25
551.5;1402089.625
551.60004;1425174.25
551.70001;1445460.5
551.79999;1462945.5
551.90002;1477579.75
552;1489371.625
552.10004;1498422.25
552.20001;1504735
552.29999;1508428.625
552.40002;1509520.375
552.5;1508257.375
552.60004;1504745.75
552.70001;1499159
552.79999;1491575
552.90002;1482279.625
553;1471441.75
553.10004;1459171
553.20001;1445663.75
553.29999;1431213.125
553.40002;1415866.25
553.5;1399877.75
553.60004;1383357.875
553.70001;1366436.875
553.79999;1349293.25
553.90002;1332053.875
554;1314771.5
554.10004;1297520.5
554.20001;1280474
554.29999;1263542.5
554.40002;1246873.25
554.5;1230387.125
554.60004;1214172.5
554.70001;1198187.375
554.79999;1182352.875
554.90002;1166676.625
555;1151146.875
555.10004;1135641.375
555.20001;1120149.75
555.29999;1104606.25
555.40002;1088909.125
555.5;1073077.625
555.60004;1056982.5
555.70001;1040591.875
555.79999;1023883.8125
555.90002;1006886.9375
556;989477.0625
556.10004;971696.9375
556.20001;953612.4375
556.29999;935220.375
556.40002;916536.5
556.5;897692.9375
556.60004;878698.5
556.70001;859680.1875
556.79999;840808.6875
556.90002;822095.5625
557;803768.1875
557.10004;785940.5625
557.20001;768769.9375
557.29999;752364.4375
557.40002;736947
557.5;722604.375
557.60004;709560.3125
557.70001;697902.125
557.79999;687717.625
557.90002;679161
558;672321.1875
558.10004;667223.8125
558.20001;663942.875
558.29999;662491.1875
558.40002;662855.0625
558.5;664988.875
558.60004;668831.25
558.70001;674274.5
558.79999;681208.125
558.90002;689501.375
559;698915.8125
559.10004;709312.9375
559.20001;720490.4375
559.29999;732168.875
559.40002;744155.125
559.5;756179
559.60004;767972
559.70001;779324.25
559.79999;789982.5
559.90002;799687.625
560;808286.125
560.10004;815542.1875
560.20001;821283.5625
560.29999;825355.5625
560.40002;827738.8125
560.5;828213.8125
560.60004;826847.6875
560.70001;823553.9375
560.79999;818429.25
560.90002;811494.625
561;802821
561.10004;792586.375
561.20001;780954.625
561.29999;768081.875
561.40002;754149.1875
561.5;739435.6875
561.60004;724152.9375
561.70001;708568.5625
561.79999;692935.4375
561.90002;677473.4375
562;662505.8125
562.10004;648202.4375
562.20001;634787.75
562.29999;622490.8125
562.40002;611460.4375
562.5;601859.0625
562.60004;593773
562.70001;587328.875
562.79999;582541.8125
562.90002;579426.6875
563;577984.5625
563.10004;578129.5
563.20001;579791.625
563.29999;582863.1875
563.40002;587179.0625
563.5;592579.625
563.60004;598897.5
563.70001;605918.75
563.79999;613394.375
563.90002;621191.5
564;629039.375
564.10004;636721.25
564.20001;644102.6875
564.29999;650921.375
564.40002;657027
564.5;662310.3125
564.60004;666624.9375
564.70001;669886.1875
564.79999;672022.0625
564.90002;672982.3125
565;672822.8125
565.10004;671498.5625
565.20001;669096.6875
565.29999;665704.4375
565.40002;661412.125
565.5;656329.1875
565.60004;650644.5625
565.70001;644507.875
565.79999;638033.1875
565.90002;631442.75
566;624901.1875
566.10004;618525.9375
566.20001;612521.3125
566.29999;607065.75
566.40002;602221.875
566.5;598154.8125
566.60004;594936.9375
566.70001;592651.0625
566.79999;591310.1875
566.90002;590949.5
567;591567.0625
567.10004;593105.125
567.20001;595528.375
567.29999;598717.3125
567.40002;602580.25
567.5;606961.5
567.60004;611776.3125
567.70001;616837.0625
567.79999;621974.375
567.90002;627011.8125
568;631827.875
568.10004;636214.8125
568.20001;640030.6875
568.29999;643103.75
568.40002;645322.5625
568.5;646568.375
568.60004;646738.4375
568.70001;645761.875
568.79999;643570.3125
568.90002;640149.375
569;635513.4375
569.10004;629619.0625
569.20001;622529.25
569.29999;614372.75
569.40002;605157.5625
569.5;595060.6875
569.60004;584135.8125
569.70001;572575
569.79999;560491.3125
569.90002;548016.875
570;535356
570.10004;522648.75
570.20001;510016.53125
570.29999;497632.34375
570.40002;485616.59375
570.5;474105.96875
570.60004;463190.65625
570.70001;453014.71875
570.79999;443569.3125
570.90002;434968.6875
571;427231.6875
571.10004;420342.125
571.20001;414313.0625
571.29999;409131.75
571.40002;404719.9375
571.5;401060.1875
571.60004;398003.53125
571.70001;395476.3125
571.79999;393407.15625
571.90002;391641.3125
572;390072.28125
572.10004;388576.28125
572.20001;387023.75
572.29999;385272.71875
572.40002;383233.3125
572.5;380765.34375
572.60004;377767
572.70001;374175.71875
572.79999;369890.1875
572.90002;364826.9375
573;358985.21875
573.10004;352281
573.20001;344752.90625
573.29999;336368.21875
573.40002;327153.125
573.5;317159.21875
573.60004;306441.5
573.70001;295058
573.79999;283118.65625
573.90002;270694.71875
574;257926.75
574.10004;244899.96875
574.20001;231757.4375
574.29999;218638.5625
574.40002;205667.625
574.5;192978.484375
574.60004;180690.15625
574.70001;168956.046875
574.79999;157900.15625
574.90002;147606.78125
575;138208.171875
575.10004;129787.7890625
575.20001;122440
575.29999;116220.5078125
575.40002;111185.15625
575.5;107385.5078125
575.60004;104832.578125
575.70001;103542.734375
575.79999;103494.9765625
575.90002;104678.6796875
576;107055.65625
576.10004;110558.53125
576.20001;115136.765625
576.29999;120712.8828125
576.40002;127193.859375
576.5;134488.296875
576.60004;142505
576.70001;151107.25
576.79999;160207.859375
576.90002;169697.390625
577;179447
577.10004;189368.75
577.20001;199336.96875
577.29999;209269.15625
577.40002;219068.859375
577.5;228646.1875
577.60004;237945.6875
577.70001;246889.171875
577.79999;255432.328125
577.90002;263541
578;271173.71875
578.10004;278341.375
578.20001;285010.53125
578.29999;291191.8125
578.40002;296913.78125
578.5;302196.375
578.60004;307081.34375
578.70001;311574.6875
578.79999;315746.25
578.90002;319632.03125
579;323247.125
579.10004;326666.25
579.20001;329903.40625
579.29999;332996.3125
579.40002;335978.0625
579.5;338857
579.60004;341638.875
579.70001;344332.96875
579.79999;346908.40625
579.90002;349363.59375
580;351646.6875
580.10004;353723.4375
580.20001;355540.375
580.29999;357048.90625
580.40002;358147.5625
580.5;358806.46875
580.60004;358946.8125
580.70001;358477.25
580.79999;357347.28125
580.90002;355499.65625
581;352846.84375
581.10004;349369.8125
581.20001;345053.03125
581.29999;339829
581.40002;333730.09375
581.5;326772.65625
581.60004;318972.96875
581.70001;310430.78125
581.79999;301179.71875
581.90002;291344.4375
582;281041.875
582.10004;270388.21875
582.20001;259547.5
582.29999;248705.59375
582.40002;238018.625
582.5;227681.0625
582.60004;217890.890625
582.70001;208841.234375
582.79999;200725.1875
582.90002;193700.84375
583;187962.875
583.10004;183652.109375
583.20001;180930.734375
583.29999;179889.109375
583.40002;180622.46875
583.5;183176.8125
583.60004;187589.125
583.70001;193864.25
583.79999;201924.28125
583.90002;211732.40625
584;223146.4375
584.10004;236088.125
584.20001;250297.296875
584.29999;265642.53125
584.40002;281901.5625
584.5;298809.84375
584.60004;316128.0625
584.70001;333586.46875
584.79999;350883.15625
584.90002;367815.71875
585;384060.9375
585.10004;399411.625
585.20001;413611.84375
585.29999;426450.25
585.40002;437794.8125
585.5;447462.625
585.60004;455311.25
585.70001;461325.9375
585.79999;465443.71875
585.90002;467667.625
586;468071.1875
586.10004;466723.09375
586.20001;463782.46875
586.29999;459353.71875
586.40002;453694.75
586.5;447032.0625
586.60004;439588.625
586.70001;431648.28125
586.79999;423496.125
586.90002;415424.21875
587;407737.65625
587.10004;400694.65625
587.20001;394609.09375
587.29999;389711.40625
587.40002;386231.375
587.5;384372.4375
587.60004;384344.46875
587.70001;386229.90625
587.79999;390150.34375
587.90002;396180.03125
588;404296.78125
588.10004;414501.65625
588.20001;426705.78125
588.29999;440815.6875
588.40002;456713.75
588.5;474175.4375
588.60004;493033.40625
588.70001;513097.0625
588.79999;534045.25
588.90002;555694.8125
589;577796.375
589.10004;600041.625
589.20001;622227
589.29999;644094.4375
589.40002;665426.9375
589.5;686044.5
589.60004;705750.0625
589.70001;724415.9375
589.79999;741918.8125
589.90002;758217.375
590;773213.75
590.10004;786925.8125
590.20001;799368.5
590.29999;810633.5
590.40002;820720.4375
590.5;829773.0625
590.60004;837932
590.70001;845286.25
590.79999;852001.5
590.90002;858254.0625
591;864150.6875
591.10004;869865.875
591.20001;875497.875
591.29999;881227.125
591.40002;887099.25
591.5;893187.4375
591.60004;899569.875
591.70001;906269.5
591.79999;913215.6875
591.90002;920469.1875
592;927898.0625
592.10004;935392.6875
592.20001;942871.1875
592.29999;950186.25
592.40002;957169.5
592.5;963604
592.60004;969333.625
592.70001;974202.75
592.79999;977947.75
592.90002;980379.5625
593;981365.4375
593.10004;980717.6875
593.20001;978295.375
593.29999;973961.1875
593.40002;967626.3125
593.5;959263.4375
593.60004;948840
593.70001;936355.5
593.79999;921871.0625
593.90002;905437.1875
594;887217.1875
594.10004;867334.875
594.20001;846002.125
594.29999;823379.0625
594.40002;799741.25
594.5;775326.875
594.60004;750382.125
594.70001;725252.9375
594.79999;700141.25
594.90002;675337
595;651178.5
595.10004;627796.75
595.20001;605520.9375
595.29999;584538.1875
595.40002;565041.0625
595.5;547179.25
595.60004;531094.75
595.70001;516890.875
595.79999;504596.5
595.90002;494239.75
596;485834.75
596.10004;479322.0625
596.20001;474651.75
596.29999;471682.09375
596.40002;470315.3125
596.5;470413.75
596.60004;471771.53125
596.70001;474256.59375
596.79999;477644.625
596.90002;481753.1875
597;486418.4375
597.10004;491390.625
597.20001;496529.375
597.29999;501655.21875
597.40002;506593.9375
597.5;511208.75
597.60004;515394.71875
597.70001;519003.9375
597.79999;521987.90625
597.90002;524264.375
598;525777.125
598.10004;526532.625
598.20001;526507.125
598.29999;525685.1875
598.40002;524129.5625
598.5;521867.09375
598.60004;518943.1875
598.70001;515405.25
598.79999;511337.84375
598.90002;506807.375
599;501860.75
599.10004;496600.78125
599.20001;491082.25
599.29999;485362.0625
599.40002;479515.125
599.5;473597.4375
599.60004;467645.65625
599.70001;461720.3125
599.79999;455856.96875
599.90002;450092.25
600;444459.03125
600.10004;438962.90625
600.20001;433675.3125
600.29999;428574.03125
600.40002;423679.09375
600.5;419038.5
600.60004;414648.8125
600.70001;410532.9375
600.79999;406743.78125
600.90002;403279.15625
601;400181.5625
601.10004;397480.75
601.20001;395205
601.29999;393392.59375
601.40002;392127
601.5;391376.5
601.60004;391202.125
601.70001;391664.5625
601.79999;392753.8125
601.90002;394535.75
602;397048.1875
602.10004;400259.3125
602.20001;404216.25
602.29999;408895.25
602.40002;414318.96875
602.5;420450.96875
602.60004;427311
602.70001;434812.96875
602.79999;442964.84375
602.90002;451687.59375
603;460958.96875
603.10004;470711.46875
603.20001;480898.71875
603.29999;491471.4375
603.40002;502347.3125
603.5;513513.03125
603.60004;524866.25
603.70001;536408.5625
603.79999;548091.125
603.90002;559885.5
604;571787.5625
604.10004;583767.6875
604.20001;595819.0625
604.29999;607984.5625
604.40002;620242
604.5;632649.9375
604.60004;645244.3125
604.70001;658027.125
604.79999;671040.5625
604.90002;684348.0625
605;697936.375
605.10004;711866.625
605.20001;726109.6875
605.29999;740701.5
605.40002;755626.8125
605.5;770824.5625
605.60004;786273.4375
605.70001;801895.0625
605.79999;817571.625
605.90002;833220.5
606;848679.625
606.10004;863772.1875
606.20001;878379.6875
606.29999;892243.875
606.40002;905189.625
606.5;916992.75
606.60004;927413.375
606.70001;936246.6875
606.79999;943263.9375
606.90002;948250.75
607;951057.9375
607.10004;951425.625
607.20001;949305.1875
607.29999;944512.125
607.40002;936965.0625
607.5;926688.9375
607.60004;913586.0625
607.70001;897828.625
607.79999;879450.5
607.90002;858581.375
608;835471.25
608.10004;810309.3125
608.20001;783439.375
608.29999;755194
608.40002;725837.0625
608.5;695905.8125
608.60004;665748.25
608.70001;635818.3125
608.79999;606578.5
608.90002;578443.875
609;551882.6875
609.10004;527281.375
609.20001;505133.6875
609.29999;485739.78125
609.40002;469453.84375
609.5;456557.0625
609.60004;447258.53125
609.70001;441826.53125
609.79999;440281.78125
609.90002;442760.90625
610;449216.09375
610.10004;459560.3125
610.20001;473695.1875
610.29999;491445.21875
610.40002;512506.46875
610.5;536623.5625
610.60004;563477.125
610.70001;592634.4375
610.79999;623731.5
610.90002;656330.625
611;689947.5
611.10004;724228.75
611.20001;758657.8125
611.29999;792818.5
611.40002;826372.0625
611.5;858892.25
611.60004;890043.9375
611.70001;919514.75
611.79999;947093.4375
611.90002;972573.5625
612;995738
612.10004;1016567
612.20001;1034929.5
612.29999;1050852.875
612.40002;1064415
612.5;1075604.5
612.60004;1084643.25
612.70001;1091591.125
612.79999;1096644
612.90002;1100002.875
613;1101848.875
613.10004;1102384.625
613.20001;1101849.75
613.29999;1100325.125
613.40002;1098058.625
613.5;1095176.125
613.60004;1091770.75
613.70001;1087921.625
613.79999;1083725.875
613.90002;1079122.125
614;1074177.75
614.10004;1068809.5
614.20001;1062942.875
614.29999;1056447.375
614.40002;1049235.875
614.5;1041126.0625
614.60004;1031964.4375
614.70001;1021588.25
614.79999;1009875.375
614.90002;996573.9375
615;981604.0625
615.10004;964837.875
615.20001;946156.75
615.29999;925537.625
615.40002;902873.875
615.5;878275.4375
615.60004;851762.4375
615.70001;823417.875
615.79999;793409.375
615.90002;761919.375
616;729148.6875
616.10004;695389.125
616.20001;660956.8125
616.29999;626158.1875
616.40002;591298.875
616.5;556835.3125
616.60004;523024.28125
616.70001;490314.65625
616.79999;459025.21875
616.90002;429478.3125
617;401997.71875
617.10004;376847
617.20001;354268.90625
617.29999;334462.3125
617.40002;317514.96875
617.5;303575.5625
617.60004;292621.28125
617.70001;284651.625
617.79999;279584.65625
617.90002;277257.03125
618;277486.65625
618.10004;280043.125
618.20001;284640.65625
618.29999;290961.75
618.40002;298673.375
618.5;307399.53125
618.60004;316785.1875
618.70001;326435.15625
618.79999;335986.5625
618.90002;345097.46875
619;353423.40625
619.10004;360695.34375
619.20001;366603.125
619.29999;370963
619.40002;373611.21875
619.5;374390.46875
619.60004;373270.75
619.70001;370235.28125
619.79999;365335.8125
619.90002;358646.03125
620;350359.59375
620.10004;340626.59375
620.20001;329709.96875
620.29999;317866.1875
620.40002;305401.5
620.5;292611.78125
620.60004;279870.4375
620.70001;267472.9375
620.79999;255758.21875
620.90002;245023.296875
621;235567.671875
621.10004;227690.375
621.20001;221617.390625
621.29999;217489.1875
621.40002;215540.5625
621.5;215812.25
621.60004;218414.234375
621.70001;223334.1875
621.79999;230530.46875
621.90002;239956.78125
622;251462.5
622.10004;264891.28125
622.20001;280056.5625
622.29999;296706.375
622.40002;314621.21875
622.5;333522.75
622.60004;353136.1875
622.70001;373168.03125
622.79999;393352.53125
622.90002;413442.21875
623;433149.625
623.10004;452288.53125
623.20001;470641.5625
623.29999;488005.21875
623.40002;504307.53125
623.5;519407.4375
623.60004;533215.25
623.70001;545750.5
623.79999;556982.25
623.90002;566966.9375
624;575776.6875
624.10004;583468.125
624.20001;590179.5
624.29999;596073.1875
624.40002;601299.125
624.5;606000
624.60004;610339.3125
624.70001;614499.6875
624.79999;618552.5
624.90002;622750.25
625;627142.5
625.10004;631874.4375
625.20001;637007.8125
625.29999;642567.5
625.40002;648622.3125
625.5;655207.25
625.60004;662211.1875
625.70001;669668.75
625.79999;677423.875
625.90002;685458.0625
626;693634.3125
626.10004;701800.6875
626.20001;709829.4375
626.29999;717611.4375
626.40002;724940.6875
626.5;731668.5
626.60004;737703.4375
626.70001;742897.3125
626.79999;747099.8125
626.90002;750222.75
627;752222.9375
627.10004;753008.1875
627.20001;752537.25
627.29999;750829.4375
627.40002;747846.3125
627.5;743707.6875
627.60004;738439
627.70001;732069.8125
627.79999;724812.75
627.90002;716714
628;707940.3125
628.10004;698635.6875
628.20001;688961.375
628.29999;679063.875
628.40002;669138.125
628.5;659290.4375
628.60004;649727.625
628.70001;640574
628.79999;631951
628.90002;623996.9375
629;616797.25
629.10004;610415.75
629.20001;604931.6875
629.29999;600437.375
629.40002;596874.3125
629.5;594303.875
629.60004;592690.8125
629.70001;592055.25
629.79999;592285.25
629.90002;593353.75
630;595191.3125
630.10004;597717.25
630.20001;600829.6875
630.29999;604472.375
630.40002;608547.9375
630.5;612928.5625
630.60004;617563
630.70001;622316.5
630.79999;627112.4375
630.90002;631898.8125
631;636563.1875
631.10004;641062.75
631.20001;645302.0625
631.29999;649251.875
631.40002;652839.25
631.5;656025.25
631.60004;658776.6875
631.70001;661041.375
631.79999;662821.4375
631.90002;664078.5
632;664749.8125
632.10004;664883.5625
632.20001;664444.75
632.29999;663375.3125
632.40002;661716.8125
632.5;659420.6875
632.60004;656498.9375
632.70001;652988
632.79999;648831.8125
632.90002;644062.6875
633;638697.625
633.10004;632739.9375
633.20001;626231.4375
633.29999;619193.8125
633.40002;611675.3125
633.5;603714.4375
633.60004;595380.3125
633.70001;586735.0625
633.79999;577884.3125
633.90002;568853.5625
634;559788.875
634.10004;550762.9375
634.20001;541880.5625
634.29999;533245.9375
634.40002;524977.375
634.5;517173.15625
634.60004;509891.5
634.70001;503311.96875
634.79999;497460.5625
634.90002;492447.8125
635;488335.4375
635.10004;485161.9375
635.20001;482995.5625
635.29999;481812.0625
635.40002;481620.1875
635.5;482412.375
635.60004;484172.9375
635.70001;486793.3125
635.79999;490185.375
635.90002;494317.28125
636;499029.15625
636.10004;504200.125
636.20001;509747.84375
636.29999;515455.75
636.40002;521197.9375
636.5;526835.5
636.60004;532211.25
636.70001;537217.5625
636.79999;541675
636.90002;545484.8125
637;548583.75
637.10004;550832.4375
637.20001;552224.9375
637.29999;552685.875
637.40002;552209.0625
637.5;550846.5
637.60004;548599.8125
637.70001;545526.3125
637.79999;541773.6875
637.90002;537346.25
638;532442.8125
638.10004;527183.8125
638.20001;521696.1875
638.29999;516162.125
638.40002;510721.15625
638.5;505517.1875
638.60004;500691
638.70001;496416.125
638.79999;492775.3125
638.90002;489872.3125
639;487774.5625
639.10004;486536.09375
639.20001;486186.46875
639.29999;486682.15625
639.40002;487995
639.5;490062.78125
639.60004;492768.84375
639.70001;495955.3125
639.79999;499509.84375
639.90002;503263.4375
640;507026.5625
640.10004;510575.78125
640.20001;513691.3125
640.29999;516204.90625
640.40002;517894.9375
640.5;518565.3125
640.60004;518068.4375
640.70001;516239.65625
640.79999;512987.1875
640.90002;508197.0625
641;501851
641.10004;493929.53125
641.20001;484460.09375
641.29999;473564.78125
641.40002;461368.78125
641.5;448007.53125
641.60004;433749.4375
641.70001;418822.71875
641.79999;403524.09375
641.90002;388203.03125
642;373139.65625
642.10004;358760.75
642.20001;345425.34375
642.29999;333490.625
642.40002;323338.53125
642.5;315340.78125
642.60004;309828.875
642.70001;307114.4375
642.79999;307468.3125
642.90002;311137.1875
643;318261.34375
643.10004;329037.4375
643.20001;343488.90625
643.29999;361686.4375
643.40002;383563.90625
643.5;409017.46875
643.60004;437942.46875
643.70001;470099.28125
643.79999;505178.15625
643.90002;542927.3125
644;583017.5
644.10004;625016.1875
644.20001;668534.25
644.29999;713141.0625
644.40002;758393.1875
644.5;803840.125
644.60004;849084.0625
644.70001;893636.5625
644.79999;937159.75
644.90002;979218.875
645;1019487.625
645.10004;1057665.375
645.20001;1093491.125
645.29999;1126759.5
645.40002;1157333.625
645.5;1185026.125
645.60004;1209857.125
645.70001;1231803.375
645.79999;1250838.125
645.90002;1267166.125
646;1280821
646.10004;1292006.625
646.20001;1300886.375
646.29999;1307702.75
646.40002;1312685.625
646.5;1316086.875
646.60004;1318144.25
646.70001;1319130.25
646.79999;1319221.25
646.90002;1318713.375
647;1317814.375
647.10004;1316612.875
647.20001;1315389.375
647.29999;1314200.875
647.40002;1313186.875
647.5;1312360.375
647.60004;1311738.125
647.70001;1311374.25
647.79999;1311211.5
647.90002;1311134.5
648;1311095.125
648.10004;1311009.5
648.20001;1310721.25
648.29999;1310058
648.40002;1308974
648.5;1307272.625
648.60004;1304721.125
648.70001;1301426.875
648.79999;1297003
648.90002;1291472.875
649;1284783.25
649.10004;1276873.75
649.20001;1267656.125
649.29999;1257199.25
649.40002;1245485.25
649.5;1232629
649.60004;1218688.625
649.70001;1203789.625
649.79999;1188040.75
649.90002;1171671.875
650;1154844.875
650.10004;1137771.75
650.20001;1120664.625
650.29999;1103760.75
650.40002;1087226.25
650.5;1071412.875
650.60004;1056450.75
650.70001;1042566.5625
650.79999;1030016.0625
650.90002;1018850.625
651;1009410.9375
651.10004;1001655
651.20001;995805.5
651.29999;991894
651.40002;990004.5
651.5;990104.125
651.60004;992254.1875
651.70001;996322.6875
651.79999;1002299.3125
651.90002;1010114.0625
652;1019579.8125
652.10004;1030567
652.20001;1042924.4375
652.29999;1056469.625
652.40002;1071020
652.5;1086336
652.60004;1102231
652.70001;1118437.5
652.79999;1134797.25
652.90002;1151086.75
653;1167042
653.10004;1182573.375
653.20001;1197377.25
653.29999;1211300.875
653.40002;1224286.125
653.5;1236047.375
653.60004;1246519.875
653.70001;1255553.125
653.79999;1263157.75
653.90002;1269177.75
654;1273528.25
654.10004;1276235.875
654.20001;1277328.375
654.29999;1276795
654.40002;1274578.375
654.5;1270762.75
654.60004;1265431.25
654.70001;1258637.75
654.79999;1250452.25
654.90002;1240989.375
655;1230303.875
655.10004;1218584
655.20001;1205886.25
655.29999;1192365.75
655.40002;1178104.125
655.5;1163265.125
655.60004;1147979
655.70001;1132357.5
655.79999;1116539.375
655.90002;1100614.625
656;1084672.875
656.10004;1068849.25
656.20001;1053243.25
656.29999;1037864.75
656.40002;1022875.0625
656.5;1008220.5
656.60004;994011.25
656.70001;980245.875
656.79999;966878.0625
656.90002;953969.125
657;941471.6875
657.10004;929316.5625
657.20001;917496.875
657.29999;905870.25
657.40002;894348.5
657.5;882922.4375
657.60004;871462.375
657.70001;859797.625
657.79999;847905.25
657.90002;835633.0625
658;822877.9375
658.10004;809573.5
658.20001;795591.5625
658.29999;780867.8125
658.40002;765331
658.5;748946.6875
